,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
9202,1-731123267,10441,Accepted,Wait - User,A2_3,Org line A2,M3 2nd,Low,PROD805,in,Sweden,68.36,9.592,42949.935,Friday,3,1,0,1,0,0,0,0,0,0,0
9203,1-731134946,10443,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,0.0,0.0,42881.499,Friday,1,0,0,0,0,0,0,0,0,0,0
9204,1-731134946,10444,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,0.563,0.563,42882.062,Friday,2,0,0,0,0,0,0,0,0,0,0
9205,1-731134946,10445,Completed,In Call,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,0.786,0.223,42882.285,Friday,2,0,0,0,0,0,0,0,0,1,0
9206,1-731134946,10446,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,1710.37,1709.584,44591.869,Friday,3,0,0,0,0,0,0,0,0,1,0
9207,1-731134946,10447,Accepted,Wait,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,1710.758,0.388,44592.257,Friday,3,0,0,0,0,0,1,0,0,1,0
9208,1-731134946,10448,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD764,fr,POLAND,1711.49,0.732,44592.989,Friday,4,0,0,0,0,0,1,0,0,1,0
9209,1-731134946,10449,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD764,fr,POLAND,1711.513,0.023,44593.012,Friday,4,1,0,0,0,0,1,0,0,1,0
9210,1-731134946,10450,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD764,fr,INDIA,1712.975,1.462,44594.474,Friday,5,1,0,0,0,0,1,0,0,1,0
9211,1-731134946,10451,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD764,fr,INDIA,1712.998,0.023,44594.497,Friday,5,1,0,0,0,1,1,0,0,1,0
9212,1-731135262,10453,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.0,0.0,42882.908,Friday,1,0,0,0,0,0,0,0,0,0,0
9213,1-731135262,10454,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil,0.48,0.48,42883.388,Friday,2,0,0,0,0,0,0,0,0,0,0
9214,1-731135262,10455,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.667,0.187,42883.575,Friday,2,1,0,0,0,0,0,0,0,0,0
9215,1-731142213,10457,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,0.0,0.0,42883.618,Friday,1,0,0,0,0,0,0,0,0,0,0
9216,1-731142213,10458,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,0.021,0.021,42883.639,Friday,2,0,0,0,0,0,0,0,0,0,0
9217,1-731142213,10459,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,0.203,0.182,42883.821,Friday,2,1,0,0,0,0,0,0,0,0,0
9218,1-731142213,10460,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,11.071,10.868,42894.689,Friday,3,1,0,0,0,0,0,0,0,0,0
9219,1-731142213,10461,Accepted,Wait - User,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,11.858,0.787,42895.476,Friday,3,1,0,1,0,0,0,0,0,0,0
9220,1-731142213,10462,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,Brazil,86.875,75.017,42970.493,Friday,3,2,0,1,0,0,0,0,0,0,0
9221,1-731142213,10463,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,POLAND,158.961,72.086,43042.579,Friday,4,2,0,1,0,0,0,0,0,0,0
9222,1-731142213,10464,Accepted,Assigned,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,POLAND,158.977,0.016,43042.595,Friday,4,2,0,1,0,1,0,0,0,0,0
9223,1-731142213,10465,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,POLAND,166.018,7.041,43049.636,Friday,5,2,0,1,0,1,0,0,0,0,0
9224,1-731142213,10466,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD776,br,POLAND,236.189,70.171,43119.807,Friday,5,3,0,1,0,1,0,0,0,0,0
9225,1-731142213,10467,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,244.683,8.494,43128.301,Friday,6,3,0,1,0,1,0,0,0,0,0
9226,1-731142213,10468,Accepted,Assigned,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,244.728,0.045,43128.346,Friday,6,3,0,1,0,2,0,0,0,0,0
9227,1-731142213,10469,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD776,br,Brazil,245.21,0.482,43128.828,Friday,7,3,0,1,0,2,0,0,0,0,0
9228,1-731142213,10470,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,Brazil,245.553,0.343,43129.171,Friday,7,4,0,1,0,2,0,0,0,0,0
9229,1-731142213,10471,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,POLAND,246.19,0.637,43129.808,Friday,8,4,0,1,0,2,0,0,0,0,0
9230,1-731142213,10472,Accepted,Assigned,A2_1,Org line A2,N14 2nd,Medium,PROD776,br,POLAND,246.198,0.008,43129.816,Friday,8,4,0,1,0,3,0,0,0,0,0
9231,1-731142897,10474,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,0.0,0.0,42890.913,Friday,1,0,0,0,0,0,0,0,0,0,0
9232,1-731142897,10475,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,0.007,0.007,42890.92,Friday,2,0,0,0,0,0,0,0,0,0,0
9233,1-731142897,10476,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,0.083,0.076,42890.996,Friday,2,1,0,0,0,0,0,0,0,0,0
9234,1-731142897,10477,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,66.698,66.615,42957.611,Friday,3,1,0,0,0,0,0,0,0,0,0
9235,1-731142897,10478,Accepted,Wait - Vendor,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,67.407,0.709,42958.32,Friday,3,1,0,0,0,0,0,1,0,0,0
9236,1-731142897,10479,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,258.899,191.492,43149.812,Friday,3,2,0,0,0,0,0,1,0,0,0
9237,1-731142897,10480,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,267.366,8.467,43158.279,Friday,4,2,0,0,0,0,0,1,0,0,0
9238,1-731142897,10481,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,267.807,0.441,43158.72,Friday,4,3,0,0,0,0,0,1,0,0,0
9239,1-731142897,10482,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,499.828,232.021,43390.741,Friday,5,3,0,0,0,0,0,1,0,0,0
9240,1-731142897,10483,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,500.375,0.547,43391.288,Friday,5,4,0,0,0,0,0,1,0,0,0
9241,1-731142897,10484,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,672.721,172.346,43563.634,Friday,6,4,0,0,0,0,0,1,0,0,0
9242,1-731142897,10485,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,1126.24,453.519,44017.153,Friday,6,5,0,0,0,0,0,1,0,0,0
9243,1-731142897,10486,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,1126.672,0.432,44017.585,Friday,7,5,0,0,0,0,0,1,0,0,0
9244,1-731142897,10487,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,1127.028,0.356,44017.941,Friday,7,6,0,0,0,0,0,1,0,0,0
9245,1-731142897,10488,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,1130.929,3.901,44021.842,Friday,8,6,0,0,0,0,0,1,0,0,0
9246,1-731142897,10489,Accepted,Assigned,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,1130.946,0.017,44021.859,Friday,8,6,0,0,0,1,0,1,0,0,0
9247,1-731142897,10490,Accepted,In Progress,A2_2,Org line A2,S2 2nd,Medium,PROD698,br,Brazil,1193.761,62.815,44084.674,Friday,9,6,0,0,0,1,0,1,0,0,0
9248,1-731142897,10491,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD698,br,Brazil,1194.062,0.301,44084.975,Friday,9,7,0,0,0,1,0,1,0,0,0
9249,1-731147913,10493,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD424,pl,USA,0.0,0.0,42882.181,Friday,1,0,0,0,0,0,0,0,0,0,0
9250,1-731147913,10494,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD424,pl,USA,0.05,0.05,42882.231,Friday,2,0,0,0,0,0,0,0,0,0,0
9251,1-731147913,10495,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD424,pl,USA,0.16,0.11,42882.341,Friday,2,1,0,0,0,0,0,0,0,0,0
9252,1-731151185,10497,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD542,se,Sweden,0.0,0.0,42884.793,Friday,1,0,0,0,0,0,0,0,0,0,0
9253,1-731151185,10498,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD542,se,Sweden,0.057,0.057,42884.85,Friday,2,0,0,0,0,0,0,0,0,0,0
9254,1-731151185,10499,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,se,Sweden,0.18,0.123,42884.973,Friday,2,1,0,0,0,0,0,0,0,0,0
9255,1-731151185,10500,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,se,Netherlands,53.696,53.516,42938.489,Friday,3,1,0,0,0,0,0,0,0,0,0
9256,1-731154311,10502,Accepted,In Progress,V3_2,Org line C,N42,Low,PROD423,us,USA,0.0,0.0,42884.925,Friday,1,0,0,0,0,0,0,0,0,0,0
9257,1-731154499,10504,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,42886.989,Friday,1,0,0,0,0,0,0,0,0,0,0
9258,1-731154499,10505,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.032,0.032,42887.021,Friday,2,0,0,0,0,0,0,0,0,0,0
9259,1-731154499,10506,Accepted,Wait,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.571,0.539,42887.56,Friday,2,0,0,0,0,0,1,0,0,0,0
9260,1-731154856,10508,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.0,0.0,42891.252,Friday,1,0,0,0,0,0,0,0,0,0,0
9261,1-731154856,10509,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.029,0.029,42891.281,Friday,2,0,0,0,0,0,0,0,0,0,0
9262,1-731154856,10510,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.301,0.272,42891.553,Friday,2,1,0,0,0,0,0,0,0,0,0
9263,1-731154856,10511,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Sweden,288.21,287.909,43179.462,Friday,3,1,0,0,0,0,0,0,0,0,0
9264,1-731154856,10512,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Sweden,288.222,0.012,43179.474,Friday,3,2,0,0,0,0,0,0,0,0,0
9265,1-731157379,10514,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,pl,Brazil,0.0,0.0,42889.343,Friday,1,0,0,0,0,0,0,0,0,0,0
9266,1-731157379,10515,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,pl,Brazil,0.011,0.011,42889.354,Friday,2,0,0,0,0,0,0,0,0,0,0
9267,1-731157379,10516,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD104,pl,Brazil,1.346,1.335,42890.689,Friday,2,1,0,0,0,0,0,0,0,0,0
9268,1-731157904,10518,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD270,fr,POLAND,0.0,0.0,42883.261,Friday,1,0,0,0,0,0,0,0,0,0,0
9269,1-731157904,10519,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD270,fr,POLAND,0.223,0.223,42883.484,Friday,2,0,0,0,0,0,0,0,0,0,0
9270,1-731157904,10520,Queued,Awaiting Assignment,V3_2,Org line C,V26,Low,PROD270,fr,POLAND,3.28,3.057,42886.541,Friday,2,1,0,0,0,0,0,0,0,0,0
9271,1-731157904,10521,Accepted,In Progress,V3_2,Org line C,V26,Low,PROD270,fr,France,52.958,49.678,42936.219,Friday,3,1,0,0,0,0,0,0,0,0,0
9272,1-731170911,10523,Accepted,In Progress,A2_4,Org line A2,G105 2nd,Medium,PROD337,se,USA,0.0,0.0,42884.716,Friday,1,0,0,0,0,0,0,0,0,0,0
9273,1-731170911,10524,Accepted,In Progress,A2_4,Org line A2,G105 2nd,Medium,PROD337,se,USA,0.063,0.063,42884.779,Friday,2,0,0,0,0,0,0,0,0,0,0
9274,1-731177370,10526,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD328,be,Belgium,0.0,0.0,42888.699,Friday,1,0,0,0,0,0,0,0,0,0,0
9275,1-731177370,10527,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD328,be,Belgium,0.028,0.028,42888.727,Friday,2,0,0,0,0,0,0,0,0,0,0
9276,1-731177370,10528,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD328,be,Belgium,1.08,1.052,42889.779,Friday,2,1,0,0,0,0,0,0,0,0,0
9277,1-731177370,10529,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD328,be,INDIA,42.181,41.101,42930.88,Friday,3,1,0,0,0,0,0,0,0,0,0
9278,1-731177370,10530,Queued,Awaiting Assignment,missing,Org line V11,A9,Medium,PROD328,be,INDIA,42.25,0.069,42930.949,Friday,3,2,0,0,0,0,0,0,0,0,0
9279,1-731177370,10531,Accepted,In Progress,missing,Org line V11,A9,Medium,PROD328,be,POLAND,49.799,7.549,42938.498,Friday,4,2,0,0,0,0,0,0,0,0,0
9280,1-731177370,10532,Accepted,Assigned,missing,Org line V11,A9,Medium,PROD328,be,POLAND,49.809,0.01,42938.508,Friday,4,2,0,0,0,1,0,0,0,0,0
9281,1-731177370,10533,Accepted,In Progress,missing,Org line V11,A9,Medium,PROD328,be,POLAND,51.756,1.947,42940.455,Friday,5,2,0,0,0,1,0,0,0,0,0
9282,1-731177370,10534,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD328,be,POLAND,54.854,3.098,42943.553,Friday,5,3,0,0,0,1,0,0,0,0,0
9283,1-731177370,10535,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD328,be,INDIA,59.208,4.354,42947.907,Friday,6,3,0,0,0,1,0,0,0,0,0
9284,1-731177370,10536,Queued,Awaiting Assignment,A2_1,Org line C,D6,Medium,PROD328,be,INDIA,59.246,0.038,42947.945,Friday,6,4,0,0,0,1,0,0,0,0,0
9285,1-731177370,10537,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD328,be,Belgium,60.049,0.803,42948.748,Friday,7,4,0,0,0,1,0,0,0,0,0
9286,1-731177370,10538,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD328,be,Belgium,62.403,2.354,42951.102,Friday,7,5,0,0,0,1,0,0,0,0,0
9287,1-731177370,10539,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD328,be,INDIA,62.562,0.159,42951.261,Friday,8,5,0,0,0,1,0,0,0,0,0
9288,1-731182383,10541,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.0,0.0,42892.161,Friday,1,0,0,0,0,0,0,0,0,0,0
9289,1-731182383,10542,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,br,Brazil,0.161,0.161,42892.322,Friday,2,0,0,0,0,0,0,0,0,0,0
9290,1-731182383,10543,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD253,br,Brazil,0.349,0.188,42892.51,Friday,2,1,0,0,0,0,0,0,0,0,0
9291,1-731182383,10544,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD253,br,Brazil,0.352,0.003,42892.513,Friday,3,1,0,0,0,0,0,0,0,0,0
9292,1-731182383,10545,Accepted,Wait,V3_2,Org line C,G97,Low,PROD253,br,Brazil,0.367,0.015,42892.528,Friday,3,1,0,0,0,0,1,0,0,0,0
9293,1-731182527,10547,Accepted,In Progress,V3_2,Org line C,N36,Medium,PROD198,us,USA,0.0,0.0,42896.603,Friday,1,0,0,0,0,0,0,0,0,0,0
9294,1-731182527,10548,Accepted,In Progress,V3_2,Org line C,N36,Medium,PROD198,us,USA,0.078,0.078,42896.681,Friday,2,0,0,0,0,0,0,0,0,0,0
9295,1-731188940,10550,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD631,in,Brazil,0.0,0.0,42889.404,Friday,1,0,0,0,0,0,0,0,0,0,0
9296,1-731188940,10551,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD631,in,Brazil,0.763,0.763,42890.167,Friday,2,0,0,0,0,0,0,0,0,0,0
9297,1-731208499,10553,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD580,se,Brazil,0.0,0.0,42896.326,Friday,1,0,0,0,0,0,0,0,0,0,0
9298,1-731208499,10554,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD580,se,Brazil,0.142,0.142,42896.468,Friday,2,0,0,0,0,0,0,0,0,0,0
9299,1-731208499,10555,Queued,Awaiting Assignment,V3_2,Org line C,N32,Low,PROD580,se,Brazil,1.537,1.395,42897.863,Friday,2,1,0,0,0,0,0,0,0,0,0
9300,1-731218589,10557,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.0,0.0,42896.643,Friday,1,0,0,0,0,0,0,0,0,0,0
9301,1-731218589,10558,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD364,us,USA,0.109,0.109,42896.752,Friday,2,0,0,0,0,0,0,0,0,0,0
9302,1-731218589,10559,Queued,Awaiting Assignment,V3_2,Org line C,N37,Low,PROD364,us,USA,1.074,0.965,42897.717,Friday,2,1,0,0,0,0,0,0,0,0,0
9303,1-731228360,10561,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD66,pl,Brazil,0.0,0.0,42898.016,Friday,1,0,0,0,0,0,0,0,0,0,0
9304,1-731228360,10562,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD66,pl,Brazil,0.024,0.024,42898.04,Friday,2,0,0,0,0,0,0,0,0,0,0
9305,1-731228360,10563,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD66,pl,Brazil,1.503,1.479,42899.519,Friday,2,1,0,0,0,0,0,0,0,0,0
9306,1-731233155,10565,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD520,us,Brazil,0.0,0.0,42896.606,Friday,1,0,0,0,0,0,0,0,0,0,0
9307,1-731233155,10566,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD520,us,Brazil,0.062,0.062,42896.668,Friday,2,0,0,0,0,0,0,0,0,0,0
9308,1-731233155,10567,Completed,In Call,V3_2,Org line C,G96,Low,PROD520,us,Brazil,1.169,1.107,42897.775,Friday,2,0,0,0,0,0,0,0,0,1,0
9309,1-731233155,10568,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD520,us,Brazil,1.388,0.219,42897.994,Friday,3,0,0,0,0,0,0,0,0,1,0
9310,1-731233155,10569,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD520,us,Brazil,2.338,0.95,42898.944,Friday,3,1,0,0,0,0,0,0,0,1,0
9311,1-731233155,10570,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,15.829,13.491,42912.435,Friday,4,1,0,0,0,0,0,0,0,1,0
9312,1-731233155,10571,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD520,us,Brazil,15.932,0.103,42912.538,Friday,4,1,0,0,0,1,0,0,0,1,0
9313,1-731233155,10572,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,70.45,54.518,42967.056,Friday,5,1,0,0,0,1,0,0,0,1,0
9314,1-731233155,10573,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD520,us,Brazil,73.479,3.029,42970.085,Friday,5,1,0,1,0,1,0,0,0,1,0
9315,1-731233155,10574,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,581.792,508.313,43478.398,Friday,6,1,0,1,0,1,0,0,0,1,0
9316,1-731233155,10575,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,583.698,1.906,43480.304,Friday,7,1,0,1,0,1,0,0,0,1,0
9317,1-731233155,10576,Queued,Awaiting Assignment,E_7,Org line C,G165 2nd,Low,PROD520,us,Brazil,583.736,0.038,43480.342,Friday,7,2,0,1,0,1,0,0,0,1,0
9318,1-731233155,10577,Accepted,In Progress,E_7,Org line C,G165 2nd,Low,PROD520,us,INDIA,584.824,1.088,43481.43,Friday,8,2,0,1,0,1,0,0,0,1,0
9319,1-731233155,10578,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD520,us,INDIA,589.143,4.319,43485.749,Friday,8,3,0,1,0,1,0,0,0,1,0
9320,1-731233155,10579,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,589.871,0.728,43486.477,Friday,9,3,0,1,0,1,0,0,0,1,0
9321,1-731233155,10580,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD520,us,Brazil,589.879,0.008,43486.485,Friday,10,3,0,1,0,1,0,0,0,1,0
9322,1-731233155,10581,Queued,Awaiting Assignment,E_10,Org line B,G238 2nd,Low,PROD520,us,Brazil,589.965,0.086,43486.571,Friday,10,4,0,1,0,1,0,0,0,1,0
9323,1-731235386,10583,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD365,in,Brazil,0.0,0.0,42898.671,Friday,1,0,0,0,0,0,0,0,0,0,0
9324,1-731235386,10584,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD365,in,Brazil,0.682,0.682,42899.353,Friday,2,0,0,0,0,0,0,0,0,0,0
9325,1-731235536,10586,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.0,0.0,42899.735,Friday,1,0,0,0,0,0,0,0,0,0,0
9326,1-731235536,10587,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,0.03,0.03,42899.765,Friday,2,0,0,0,0,0,0,0,0,0,0
9327,1-731235536,10588,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,1.452,1.422,42901.187,Friday,2,0,0,0,0,0,1,0,0,0,0
9328,1-731235536,10589,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,73.373,71.921,42973.108,Friday,2,1,0,0,0,0,1,0,0,0,0
9329,1-731235536,10590,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil,85.641,12.268,42985.376,Friday,3,1,0,0,0,0,1,0,0,0,0
9330,1-731241891,10592,Accepted,In Progress,D_1,Org line A2,G197 2nd,Medium,PROD604,pl,Korea,0.0,0.0,42909.64,Friday,1,0,0,0,0,0,0,0,0,0,0
9331,1-731241891,10593,Accepted,In Progress,D_1,Org line A2,G197 2nd,Medium,PROD604,pl,Korea,0.034,0.034,42909.674,Friday,2,0,0,0,0,0,0,0,0,0,0
9332,1-731241891,10594,Queued,Awaiting Assignment,D_1,Org line A2,V14 3rd,Medium,PROD604,pl,Korea,0.132,0.098,42909.772,Friday,2,1,0,0,0,0,0,0,0,0,0
9333,1-731266446,10596,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,0.0,0.0,42920.82,Friday,1,0,0,0,0,0,0,0,0,0,0
9334,1-731266446,10597,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,0.882,0.882,42921.702,Friday,2,0,0,0,0,0,0,0,0,0,0
9335,1-731266446,10598,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,1.49,0.608,42922.31,Friday,2,0,0,1,0,0,0,0,0,0,0
9336,1-731266446,10599,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,5.543,4.053,42926.363,Friday,2,1,0,1,0,0,0,0,0,0,0
9337,1-731266446,10600,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,6.257,0.714,42927.077,Friday,3,1,0,1,0,0,0,0,0,0,0
9338,1-731266446,10601,Accepted,Wait,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,6.411,0.154,42927.231,Friday,3,1,0,1,0,0,1,0,0,0,0
9339,1-731266446,10602,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,15.812,9.401,42936.632,Friday,3,1,0,1,0,1,1,0,0,0,0
9340,1-731266446,10603,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,16.019,0.207,42936.839,Friday,4,1,0,1,0,1,1,0,0,0,0
9341,1-731266446,10604,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,16.352,0.333,42937.172,Friday,4,2,0,1,0,1,1,0,0,0,0
9342,1-731269853,10606,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,se,INDIA,0.0,0.0,42928.017,Friday,1,0,0,0,0,0,0,0,0,0,0
9343,1-731269853,10607,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,se,INDIA,0.015,0.015,42928.032,Friday,2,0,0,0,0,0,0,0,0,0,0
9344,1-731269853,10608,Accepted,Wait - User,E_5,Org line C,G81,Low,PROD673,se,INDIA,0.021,0.006,42928.038,Friday,2,0,0,1,0,0,0,0,0,0,0
9345,1-731269853,10609,Accepted,In Progress,E_5,Org line C,G81,Low,PROD673,se,INDIA,186.507,186.486,43114.524,Friday,3,0,0,1,0,0,0,0,0,0,0
9346,1-731269853,10610,Queued,Awaiting Assignment,E_7,Org line C,G153 2nd,Low,PROD673,se,INDIA,186.538,0.031,43114.555,Friday,3,1,0,1,0,0,0,0,0,0,0
9347,1-731273458,10612,Queued,Awaiting Assignment,A2_1,Org line A2,L31 2nd,Low,PROD509,se,0,0.0,0.0,42907.855,Friday,0,1,0,0,0,0,0,0,0,0,0
9348,1-731273458,10613,Accepted,In Progress,A2_1,Org line A2,L31 2nd,Low,PROD509,se,Sweden,3.675,3.675,42911.53,Friday,1,1,0,0,0,0,0,0,0,0,0
9349,1-731273458,10614,Queued,Awaiting Assignment,A2_1,Org line A2,N2 2nd,Low,PROD509,se,Sweden,4.839,1.164,42912.694,Friday,1,2,0,0,0,0,0,0,0,0,0
9350,1-731276604,10616,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,Japan,0.0,0.0,42933.273,Friday,1,0,0,0,0,0,0,0,0,0,0
